,username,replyto_1,replyto_2,Jdate,date,retweets,favorites,text,mentions,hashtags,permalink,afraid,amused,angry,annoyed,dont_care,happy,inspired,sad,type,url,no_tiny_urls
1911,forestservice,,NA,61,3/1/2016,14,20,What exactly does an ecologist do? Find out here with our scientist Paulette Ford: http://bit.ly/1LG0aSI STEM pic.twitter.com/blcgd1Sg67,,#STEMpic,https://twitter.com/forestservice/status/704723081063825408,0.123602456,0.177644108,0.116322618,0.072201664,0.125738382,0.12276201,0.140110993,0.121617769,Off,http://bit.ly/1LG0aSI,http://www.naturalinquirer.org/Dr.-Paulette-Ford-scientist-49.html
59,NOAA,,NA,441,3/16/2017,27,26,AND: To access national drought data + state/region maps & stats see http://droughtmonitor.unl.edu . #DroughtMonitor pic.twitter.com/XFdhIYARxM,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/842430511154884609,0.205157736,0.107813739,0.110662945,0.107596053,0.103812469,0.112330005,0.116587124,0.136039929,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
69,NOAA,,NA,420,2/23/2017,28,36,MORE: To access national drought data + more state/region maps & stats see http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/xKzwfPU0w8,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/834807892247248899,0.180974389,0.120319685,0.103490844,0.102605838,0.109105231,0.107885071,0.131766092,0.14385285,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
122,NOAA,,NA,315,11/10/2016,40,36,To access national drought data + more state/region maps & stats see http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/W3RQ5SNrx8,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/796732290974056453,0.205157736,0.107813739,0.110662945,0.107596053,0.103812469,0.112330005,0.116587124,0.136039929,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
159,NOAA,,NA,259,9/15/2016,34,25,To access nat'l drought data + more state/region maps & stats see http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/8rEDAuYplT,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/776424349800759296,0.221096165,0.112328819,0.091359432,0.098376851,0.109850885,0.109544775,0.125523112,0.131919961,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
174,NOAA,,NA,238,8/25/2016,29,34,To access nat'l drought data + more state/region maps & stats see: http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/i6XXDJSuwi,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/768810712504336384,0.221096165,0.112328819,0.091359432,0.098376851,0.109850885,0.109544775,0.125523112,0.131919961,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
252,NOAA,,NA,119,4/28/2016,25,33,To access nat'l drought data + more state/region maps & stats pls see http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/XZxyae86mL,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/725709445586669568,0.221096165,0.112328819,0.091359432,0.098376851,0.109850885,0.109544775,0.125523112,0.131919961,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
271,NOAA,,NA,91,3/31/2016,31,25,To access national drought data + more state/region maps & stats pls see http://droughtmonitor.unl.edu #DroughtMonitor pic.twitter.com/ShSjS5Febn,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/715537100666499072,0.205157736,0.107813739,0.110662945,0.107596053,0.103812469,0.112330005,0.116587124,0.136039929,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
315,NOAA,,NA,7,1/7/2016,31,19,MORE: Access latest nat'l drought data + state/region maps & stats at http://droughtmonitor.unl.edu . #DroughtMonitor pic.twitter.com/A4zSVTZg6N,,#drought #DroughtMonitorpic,https://twitter.com/NOAA/status/685114383056388097,0.204951176,0.151783555,0.098729302,0.077674026,0.09266878,0.101853627,0.14290707,0.129432464,Off,http://droughtmonitor.unl.edu,http://droughtmonitor.unl.edu
1831,forestservice,,NA,115,4/24/2016,11,20,Working trees in communities help to conserve open space keepitgreen #agroforestry http://bit.ly/1YBNNi7 pic.twitter.com/GcnIC5i7HA,,#keepitgreen #agroforestry,https://twitter.com/forestservice/status/724357502675070977,0.094755091,0.154941882,0.093750774,0.11674385,0.1193952,0.169535318,0.151050594,0.09982729,Off,http://bit.ly/1YBNNi7,http://nac.unl.edu/documents/workingtrees/brochures/wtc.pdf
1848,forestservice,,NA,106,4/15/2016,20,29,Working trees in communities help to conserve open space keepitgreen #agroforestry http://bit.ly/1YBNNi7 pic.twitter.com/GcnIC5i7HA,,#keepitgreen #agroforestry,https://twitter.com/forestservice/status/721077034668199937,0.094755091,0.154941882,0.093750774,0.11674385,0.1193952,0.169535318,0.151050594,0.09982729,Off,http://bit.ly/1YBNNi7,http://nac.unl.edu/documents/workingtrees/brochures/wtc.pdf
1855,forestservice,,NA,104,4/13/2016,7,14,Working trees are part of how we conserve open space for wildlife and pollinators http://bit.ly/25BbAmU #keepitgreen #agroforestry,,#pollinators #keepitgreen #agroforestry,https://twitter.com/forestservice/status/720242956058365952,0.105486819,0.151994357,0.121822174,0.107580151,0.113895851,0.149461886,0.134815919,0.114942843,Off,http://bit.ly/25BbAmU,http://nac.unl.edu/Working_Trees/brochures.htm
1915,forestservice,,NA,59,2/28/2016,12,18,We helped plant windbreaks to protect farms & homesteads http://nac.unl.edu/ ourroots #agroforestry pic.twitter.com/PfoBBXQ7d7,,#ourroots #agroforestrypic,https://twitter.com/forestservice/status/703951617893265408,0.158403382,0.091106557,0.15636693,0.093558137,0.091920778,0.126820585,0.132565796,0.149257836,Off,http://nac.unl.edu/,https://nac.unl.edu/
1935,forestservice,,NA,41,2/10/2016,24,25,Why add edible and floral plants to riparian forest buffers? agroforestry #OurRoots http://bit.ly/1lICJlP pic.twitter.com/krdz8nQgXq,,#agroforestry #OurRoots,https://twitter.com/forestservice/status/697550747072905217,0.087943587,0.170146895,0.076789335,0.081334625,0.106827154,0.178632485,0.205346473,0.092979447,Off,http://bit.ly/1lICJlP,http://nac.unl.edu/documents/workingtrees/infosheets/WTInfoSheet-MultiFunctionalBuffer.pdf
1975,forestservice,,NA,15,1/15/2016,31,46,Why add edible and floral plants to riparian forest buffers? agroforestry #workingtrees http://bit.ly/1lICJlP pic.twitter.com/krdz8nQgXq,,#agroforestry #workingtrees,https://twitter.com/forestservice/status/688089156602458112,0.087943587,0.170146895,0.076789335,0.081334625,0.106827154,0.178632485,0.205346473,0.092979447,Off,http://bit.ly/1lICJlP,http://nac.unl.edu/documents/workingtrees/infosheets/WTInfoSheet-MultiFunctionalBuffer.pdf
1980,forestservice,,NA,14,1/14/2016,14,17,Do you like pawpaws persimmons & hazelnuts? Add them to your riparian forest buffer! http://bit.ly/1lICJlP pic.twitter.com/5CQa6xBJoo,,,https://twitter.com/forestservice/status/687718894056947714,0.132146784,0.124372619,0.113494107,0.10139654,0.064214783,0.15188178,0.168285433,0.144207954,Off,http://bit.ly/1lICJlP,http://nac.unl.edu/documents/workingtrees/infosheets/WTInfoSheet-MultiFunctionalBuffer.pdf
1984,forestservice,,NA,12,1/12/2016,20,13,Did you know agroforestry can help reduce the impacts of #climatechange? http://bit.ly/1SYlmbl pic.twitter.com/RruISjbyxl,,#agroforestry #climatechange,https://twitter.com/forestservice/status/687039237561151489,0.094971954,0.155499209,0.105583642,0.119275223,0.107675148,0.134649108,0.152096318,0.130249398,Off,http://bit.ly/1SYlmbl,http://nac.unl.edu/issues/climatechange.htm
1895,forestservice,,NA,70,3/10/2016,8,12,Be a friend to bats! BatsLive http://bit.ly/1kKrtC3 can help you help bats.,,,https://twitter.com/forestservice/status/708050306274336768,0.075267834,0.128946759,0.099847298,0.113667865,0.134879936,0.112999405,0.184412557,0.149978348,Off,http://bit.ly/1kKrtC3,http://batslive.pwnet.org/resource/get_involved.php
1929,forestservice,,NA,48,2/17/2016,7,14,Announcing the 2015 Photo Contest Winner! https://shar.es/148JDy via @sharethis,@sharethis,,https://twitter.com/forestservice/status/699951468615315457,0.075281444,0.137163752,0.089739182,0.138079458,0.160055458,0.159902278,0.141525627,0.098252802,Off,https://shar.es/148JDy,http://www.americanrivers.org/blog/announcing-the-2015-photo-contest-winner/#sthash.CNE9v8a7.uxfs
2019,USFWS,,,449,3/24/2017,61,116,The treacherous journey salamanders take to breed: https://usfwsnortheast.wordpress.com/2017/03/13/making-a-difference-in-the-salamander-movement/ … pic.twitter.com/wbQzO10PO8,,,https://twitter.com/USFWS/status/845266485786357761,0.075298025,0.109450746,0.111532945,0.128558423,0.074341762,0.154618198,0.234690767,0.111509133,Off,https://usfwsnortheast.wordpress.com/2017/03/13/making-a-difference-in-the-salamander-movement/,https://usfwsnortheast.wordpress.com/2017/03/13/making-a-difference-in-the-salamander-movement/
2202,USFWS,,,273,9/29/2016,33,53,Beach life is a matter of survival for the tiny Puritan tiger beetle: http://bit.ly/2degOQo pic.twitter.com/Cw6LzFUg0f,,,https://twitter.com/USFWS/status/781572806614089728,0.079302659,0.15018666,0.096404084,0.115117575,0.136569865,0.159477393,0.151121131,0.111820634,Off,http://bit.ly/2degOQo,https://usfwsnortheast.wordpress.com/2016/09/20/make-way-for-beetles/
2220,USFWS,,,250,9/6/2016,96,108,One tiny bird is an omen for how devastating ocean acidification can be: http://bit.ly/2bN6wq6 WorldShorebirdsDay pic.twitter.com/VfFfB3HGUh,,#WorldShorebirdsDaypic,https://twitter.com/USFWS/status/773209153338744832,0.268464021,0.088520251,0.096761328,0.057201662,0.087054424,0.11451745,0.131214642,0.156266222,Off,http://bit.ly/2bN6wq6,https://usfwsnortheast.wordpress.com/2016/08/22/red-knots-battle-climate-change-on-both-ends-of-the-earth/
2257,USFWS,,,208,7/26/2016,127,239,Endangered plover population has doubled along the Atlantic Coast! Full story: http://bit.ly/2a8AO9S pic.twitter.com/1D99hEUJfI,,,https://twitter.com/USFWS/status/757946566586077184,0.101853966,0.095540444,0.119728373,0.096648831,0.101636543,0.14038858,0.120677609,0.223525654,Off,http://bit.ly/2a8AO9S,https://usfwsnortheast.wordpress.com/2016/07/25/its-a-good-year-for-plovers-in-holgate-nj/
2286,USFWS,,,184,7/2/2016,114,213,An old landfill transformed into habitat for pollinators: http://bit.ly/298epZG pic.twitter.com/xHFoOm8Qst,,,https://twitter.com/USFWS/status/749259861725065216,0.034801196,0.127138803,0.097305039,0.057709376,0.152421061,0.118936117,0.295818619,0.11586979,Off,http://bit.ly/298epZG,https://usfwsnortheast.wordpress.com/2016/06/23/abandoned-landfills-and-private-landowners-provide-hope-for-pollinators/
2323,USFWS,,,162,6/10/2016,130,165,How to minimize your impact on breeding shorebirds at the beach: http://bit.ly/1Ur4Cs2 pic.twitter.com/MNIjp8QVzf,,,https://twitter.com/USFWS/status/741429749671546881,0.122670101,0.102483653,0.092800992,0.145097581,0.073657903,0.13319392,0.220875559,0.109220293,Off,http://bit.ly/1Ur4Cs2,https://usfwsnortheast.wordpress.com/2016/06/07/backyard-birding-sharing-the-beach-with-shorebirds/
2372,USFWS,,,130,5/9/2016,77,145,Tips for backyard birding this spring season: http://bit.ly/21OXzPi pic.twitter.com/mo2YJPsDBr,,,https://twitter.com/USFWS/status/729726134519091202,0.14239717,0.110238064,0.092305568,0.11809334,0.128319332,0.133783667,0.151128131,0.123734728,Off,http://bit.ly/21OXzPi,https://usfwsnortheast.wordpress.com/2016/05/09/backyard-birding-may-is-the-best-time-to-be-a-birder/
2417,USFWS,,,112,4/21/2016,73,113,Making sure there are snacks to fuel migratory shorebirds along the Delaware Bay: http://bit.ly/1SxLuh7 pic.twitter.com/dJA2t413E5,,,https://twitter.com/USFWS/status/723154209097420800,0.217928924,0.106086285,0.07856233,0.060369862,0.079676576,0.160141682,0.132319335,0.164915006,Off,http://bit.ly/1SxLuh7,https://usfwsnortheast.wordpress.com/2016/04/07/saving-the-horseshoe-crabs-for-the-birds/
2440,USFWS,,,102,4/11/2016,115,186,ICYMI: Canada lynx caught on camera at a Vermont WildlifeRefuge: http://bit.ly/23ynWdN pic.twitter.com/uUnUFY5RIR,,#WildlifeRefuge,https://twitter.com/USFWS/status/719605131537444864,0.155675219,0.128714515,0.053603414,0.126382958,0.195774647,0.117192746,0.152050154,0.070606348,Off,http://bit.ly/23ynWdN,https://usfwsnortheast.wordpress.com/2013/04/04/canada-lynx-caught-on-video-at-vermont-refuge/
2495,USFWS,,,78,3/18/2016,79,172,Piping plovers found wintering in the Turks & Caicos. They're smart birds. http://bit.ly/1SYexJk fridayreads pic.twitter.com/DOBTtW22ru,,#fridayreadspic,https://twitter.com/USFWS/status/710842522596200449,0.029245845,0.314043117,0.042670621,0.070062755,0.163980291,0.186976506,0.132992422,0.060028444,Off,http://bit.ly/1SYexJk,https://usfwsnortheast.wordpress.com/2016/03/09/the-search-is-on-for-piping-plovers/
